,Gene,Image,MTOC,MTOC leading edge,Non MTOC1,Non MTOC2,Non MTOC3,timepoint
10_21,arhgdia,10,1.018182119088846,,0.7823722709422751,1.3078656462585034,1.605869551267759,3h
10_22,arhgdia,10,1.0311538889742986,,0.7795185375126349,1.3033345223332045,1.6002747141811442,3h
10_23,arhgdia,10,1.0238134137413444,,0.7762893703737,1.2332949154536283,1.6468428396318904,3h
10_24,arhgdia,10,1.0174911579179868,,0.7731344512127116,1.2274646901943735,1.6666869848494086,3h
10_25,arhgdia,10,1.0315960657031278,,0.7700286842631442,1.221665867145752,1.6599583809726173,3h
10_26,arhgdia,10,1.0257584913256692,,0.7667135980997286,1.2161075326708775,1.6795944347057226,3h
10_27,arhgdia,10,1.0400298373372598,,0.7626965255790082,1.2095407277258547,1.673683903036417,3h
10_28,arhgdia,10,1.055873824887117,,0.7590538784887028,1.2033858281598397,1.6632017756102309,3h
10_29,arhgdia,10,1.0713146579766744,,0.7554685883499282,1.1341710856764935,1.6811709745784786,3h
10_30,arhgdia,10,1.067557168476101,,0.7515794321679466,1.1281204181721358,1.698555536190971,3h
10_31,arhgdia,10,1.085180195960925,,0.7476076754890294,1.1217997688065044,1.6843597507728096,3h
10_32,arhgdia,10,1.0826600524034455,,0.7470071963279815,1.12048579518075,1.691745332250416,3h
